AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000730;Normal/Akutt;;001250;Ventilator, intensiv, voksen/barn;E037E-SV 900B;31.08.1999;;;;01.01.1980;01.01.1980;* Originale data (!SYS);VIRKER IKKE  SKIFTET NETTSTØPSEL, VAKKEL I LEDNING;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000731;Normal/Akutt;;001250;Ventilator, intensiv, voksen/barn;E037E-SV 900B;31.08.1999;;;;23.01.1990;23.01.1990;* Originale data (!SYS);"FUNKSJONSVELGER FOR INSPIRATORISK PAUSETID VAR MULIG Å DREIE UTENFOR DE       
GJELDENDE INNDELINGER. FESTET LÅSEMUTTER FOR FUNKSJONSVELGER FOR INSP. PAUSE  
FUNKSJONSKONTROLLERT FUNNET OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;1,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000732;Normal/Akutt;;001250;Ventilator, intensiv, voksen/barn;E037E-SV 900B;31.08.1999;;;;19.02.1991;19.02.1991;* Originale data (!SYS);"LØSNET LEDER TIL EKSP,VENTIL.  LODDET LEDER TIL EKSP VENTIL, ENDRET           
KONFIGURERING PÅ SLANGENE TILHØRENDE MVA 963-MODULEN. EN SLANGE SKAL VÆRE     
KOBLET MELLOM DE GRØNT-MARKERTE PUNKTENE, OG SLANGEN FRA MANOMETERET SKAL PÅ  
DEN LILLE NIPPELEN PÅ MVA`EN. FEIL OPPKOBLING FØRT TIL FEIL EKSP. MIN VOLUM   
TIL PAS.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;20,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000733;Normal/Akutt;;001250;Ventilator, intensiv, voksen/barn;E037E-SV 900B;31.08.1999;;;;18.04.1991;18.04.1991;* Originale data (!SYS);"TID FOR 1000-TIMERS SERVICE.  UTFØRT 1000-TIMERS SERVICE, BYTTET DÅRLIG       
FORFORSTERK. TIL EKSP. FLOWTRANSDUCER. SIKKERHETS OG FUNKSJONSKONTR FUNNET    
OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;24,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000734;Normal/Akutt;;001250;Ventilator, intensiv, voksen/barn;E037E-SV 900B;31.08.1999;;;;18.08.1992;18.08.1992;* Originale data (!SYS);"PEEP VED TESTING  FORETATT 1000T SERVICE MANUELL VENTILASJONSSATSEN LAKK,     
TRYKKET ØKET FRA 0-CA25 FØR INSPIRASJONEN STARTET NÅR JEG HOLDT FOR UTGANGEN. 
LEKKASJE OGSÅ UNDER PAUSEN, TRYKKET SANK DA FRA 60 OG NEDOVER. MANUELL        
VENTILASJONSSATS  SENDT INN FOR REP.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;46,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000735;Normal/Akutt;;001250;Ventilator, intensiv, voksen/barn;E037E-SV 900B;31.08.1999;;;;26.02.1993;26.02.1993;Rune Aalberg (aaruau);"GASSLEKKASJE  KALIBRERT RESPIRATOREN. LITT USIKKER PÅ OM APPARATET ER HELT   
TETT.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;22,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST005838;Normal/Akutt;Viftestøy fra ekspirasjonsblokk.;005783;Ventilator, intensiv, voksen/barn;84 11 740;;;;;12.11.1999;12.11.1999;*  (hsti);Skiftet kjølevifte i eksp. blokk, testet og funnet ok.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204063;"Intensiv 2M ; Intensivavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;125,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000092;Normal/Akutt;;000787;Ventilator, intensiv, voksen/barn;E037E-SV 900B;07.10.1996;;;;09.12.1993;09.12.1993;Rune Aalberg (aaruau);1500-TIMER-SERVICE.  1500-TIMER-SERVICE UTFØRT.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;49,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000093;Normal/Akutt;;000787;Ventilator, intensiv, voksen/barn;E037E-SV 900B;07.10.1996;;;;01.01.1980;01.01.1980;* Originale data (!SYS);1000-TIMERS SERVICE;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000094;Normal/Akutt;;000787;Ventilator, intensiv, voksen/barn;E037E-SV 900B;07.10.1996;;;;03.09.1990;03.09.1990;* Originale data (!SYS);"LUKKET IKKE INNLØPSVENTIL FOR GASS SKIKKELIG, TRENGER 1000-TIMERS SERVICE.    
BYTTET DEFEKT DEMAND VENTIL, FORETATT 1000-TIMERS SERVICE. SIKKERHETS OG    
FUNKSJONSKONTROLLERT.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000095;Normal/Akutt;;000787;Ventilator, intensiv, voksen/barn;E037E-SV 900B;07.10.1996;;;;15.01.1991;15.01.1991;* Originale data (!SYS);"1000-TIMERS SERVICE PÅKREVD.  UTFØRT 1000-TIMERS SERVICE, SIKKERHETS OG       
FUNKSJONS- KONTROLLERT. FUNNET OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;3,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000096;Normal/Akutt;;000787;Ventilator, intensiv, voksen/barn;E037E-SV 900B;07.10.1996;;;;24.04.1991;24.04.1991;* Originale data (!SYS);"PÅKREVD 1000-TIMERS SERVICE.  UTFØRT SERVICE, SIKKERHETS OG                   
FUNKSJONSKONTROLLERT. APPARAT FUNNET OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;4,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000097;Normal/Akutt;;000787;Ventilator, intensiv, voksen/barn;E037E-SV 900B;07.10.1996;;;;08.08.1994;08.08.1994;Rune Aalberg (aaruau);1500-TIMERS SERVICE.  UTFØRT 1500-TIMERS SERVICE. BRUKT 1000-TIMERSSETT.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;284,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001740;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;01.01.1980;01.01.1980;* Originale data (!SYS);1000-TIMERS SERVICE;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001741;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;01.01.1980;01.01.1980;* Originale data (!SYS);"PROBLEM MED O2-MÅLING.VISTE SEG Å VÆRE USTABILITET I GASS-BLANDER.BYTTET    
BLANDER AV:E-1938,PÅ:E-18782";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001742;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;01.01.1980;01.01.1980;* Originale data (!SYS);"APP.GAV KONTINUERLIG ALARM FOR LUFTVEGSTRYKKET,SKIFTET TRYKK-MÅLER I        
EKSP.KANAL OG ALT VAR IORDEN.SATT INN DEN ORIGINALE MÅLEREN ETTER AT          
KONTAKTENE VAR STRAMMET OPP OG LEDNINGSFORBINDELSENE VAR LODDET PÅ NYTT.      
APP.FUNGERER SOM DET SKAL.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001743;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;05.11.1990;05.11.1990;* Originale data (!SYS);"TID FOR 1000-TIMER SERVICE  UTFØRT 1000-TIMERS SERVICE. FUNKSJONS OG          
SIKKERHETSKONTROLLERT";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;3,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001744;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;01.03.1991;01.03.1991;* Originale data (!SYS);"1000-TIMERS SERVICE PÅKREVD.  UTFØRT 1000-TIMERS SERVICE, BYTTET DEFEKT       
O2-CELLE SIKKERHETS OG FUNKSJONSTESTET, FUNNET OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;2,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001745;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;19.07.1991;19.07.1991;Rune Aalberg (aaruau);LUFT/OKSYGEN GÅR UHINDRET IGJENNOM APPARATET.  BYTTET STEP-MOTOR.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;169,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001746;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;21.09.1992;21.09.1992;* Originale data (!SYS);VIRKER IKKE PÅ O2  BYTTET O2-CELLE;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;1,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001747;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;05.02.1993;05.02.1993;Rune Aalberg (aaruau);"EKSP.MIN.VOL. 1-2 L UNDER INSP.MIN.VOL. IKKE LUFTVEGS- TRYKK VED              
TETTHETSKONTROLL. 1000-TIMERS SERVICE.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;214,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001748;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;24.01.1994;24.01.1994;Rune Aalberg (aaruau);"1000-TIMERS SERVICE.  1000-TIMERS UTFØRT SAMT SKIFTE AV DEFEKT EXT. FLOW-     
TRANSDUCER OG EXT. TRYKKTRANSDUCER OG PCB765";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;6,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001749;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;24.01.1994;24.01.1994;Rune Aalberg (aaruau);"1500-TIMER SERVICE OG FORØVRIG TREG Å KOMME OPP I RIKTIG FLOW-VERDI. SKIFTET  
FLOW- OG TRYKK-TRANSDUCER FORUTEN VANLIG 1500- TIMERS SERVICE.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;4,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001750;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;05.01.1995;05.01.1995;Rune Aalberg (aaruau);"O2-CELLE UTBRENT.  SKIFTET O2-CELLE. KUNNE HA VÆRT FERDIG UKE 52, MEN FIRMAET 
HADDE JULEFERIE. FIKK NY TILSENDT 030195.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;215,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001751;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;06.04.1995;06.04.1995;Rune Aalberg (aaruau);1500-TIMERS SERVICE.  UTFØRT 1500-TIMERS SERVICE.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;2,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001752;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;02.08.1995;02.08.1995;Rune Aalberg (aaruau);"1500-TIMERS SERVICE OG REPARERE SLANGEHOLDERARM  UTFØRT 1500-TIMERS SERVICE   
OG REPARERT SLANGEHOLDERARM";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;22,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001753;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;06.09.1995;06.09.1995;* Espen HELLANG (EH);"O2 VIRKER IKKE  SKIFTET TIL ORGINAL O2 CELLE. DEN FORIGE FRA SENSOR TEC       
(ST-12) VARTE I CA 9 MND. DE NYE ER GARANTERT I 15 MND FRA PROD. DATO.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;3,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST001754;Normal/Akutt;;002094;Ventilator, intensiv, voksen/barn;E347E SV 900C;09.08.2005;;;;06.02.1996;06.02.1996;* Espen HELLANG (EH);SERVICE 1500  SERVICE 1500 TIMER. TT=4944 O2 CELLE KALIBRERT.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204939;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;289,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000124;Normal/Akutt;;000813;Ventilator, intensiv, voksen/barn;E037E-SV 900;;;;;11.06.1990;11.06.1990;* Originale data (!SYS);"STOPPET OPP I INSPIRASJONSSFASEN MED GJEVNE MELLOMROM. PASIENTEN FIKK DERMED  
IKKE GASS (INSPIRASJON AVKLEMT) FUNNET VAKKEL I LEDER PÅ PINNE 4 INN TIL      
PLUGG FOR STEPMOTOR, LEDEREN RØK RETT AV VED LETT MEKANISK STRES LODDET PÅ    
LEDEREN, TESTET I 2 ARB.DAGER UTEN AT FEILEN DUKKET OPP IGJEN. HELLER IKKE    
MULIG Å FREMPROVOSERE VED LETT DUNKING. SIKKERHETS OG FUNKSJONSTESTET FUNNET  
OK. IFLG. HAMMER I STEM VAR DET IKKE NØDVENDIG MED VIDERE TESTING FRA FIRMA I 
OG MED AT FEILEN ÅPENBART VAR BORT";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST000125;Normal/Akutt;;000813;Ventilator, intensiv, voksen/barn;E037E-SV 900;;;;;25.05.1993;25.05.1993;Rune Aalberg (aaruau);"MINUTT-VOLUM-INDIKATOREN BEVEGER SEG IKKE.  KALIBRERT. HAR SANNSYNLIGVIS      
TULLET LITT PGA. FLOW- PROFIL-VELGEREN SOM KAN HA STÅTT I EN MIDTSTILLING.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;5-1;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;673,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
