AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090691;Normal/Akutt;PV;008559;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;23.02.2009;25.05.2009;* Kari Ada MELING-JAKOBSEN (KAM);"Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter
Oppgradert software i PGM til versjon 1,36
Kjørt elektrisk sikkerhetssjekk, og denne er OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090692;Normal/Akutt;PV;008549;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;24.02.2009;25.05.2009;* Kari Ada MELING-JAKOBSEN (KAM);"Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter
Oppgradert software i PGM til versjon 1,36
Kjørt elektrisk sikkerhetssjekk, og denne er OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090694;Normal/Akutt;PV;008554;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;24.02.2009;25.05.2009;* Kari Ada MELING-JAKOBSEN (KAM);"Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter
Opppgradert software i PGM til versjon 1,36
Kjørt elektrisk sikkerhetssjekk, og denne er PK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090695;Normal/Akutt;PV;008553;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;25.02.2009;25.05.2009;* Kari Ada MELING-JAKOBSEN (KAM);"-Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter
-Oppgradert software i PGM til versjon 1,36
- NB! Det er ikke kjørt elektrisk sikkerhetssjekk på grunn av at apparatkabelen er fysisk koblet inne i søylen( ikke mulig å koble fra )
- Gjennomført selvtest OK
";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090696;Normal/Akutt;PV;008551;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;25.02.2009;25.05.2009;* Kari Ada MELING-JAKOBSEN (KAM);"-Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter
- Oppgradert software i PGM til versjon 1,36
- Kjørt elektrisk sikkerhetssjekk, og denne er OK

";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090704;Normal/Akutt;Falt i gulvet;007059;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;26.05.2009;26.05.2009;Morten Ruud (rumo);"Kontrollert og sikkerhetstestet.  Alt OK.
Justert ned sikkerhetsflow da denne var altfor høy.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090708;Normal/Akutt;PV;008556;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;26.02.2009;27.05.2009;* Kari Ada MELING-JAKOBSEN (KAM);"-Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter.
- Oppgradert software i PGM til versjon 1,36
- Kjørt elektrisk sjekk, og denne er OK
";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090709;Normal/Akutt;PV;008557;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;15.04.2009;27.05.2009;* Kari Ada MELING-JAKOBSEN (KAM);"-Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter.
- Oppgradert software i PGM til versjon 1,36
- Kjørt elektrisk sikkerhets sjekk, og denne OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090722;Normal/Akutt;PV;008547;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;16.04.2009;02.06.2009;* Kari Ada MELING-JAKOBSEN (KAM);"-Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter.
- Oppgradert software i PGM TIL VERSJON 1,36.
- Kjørt elektrisk sikkerhetssjekk, og denne er OK
";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090723;Normal/Akutt;PV;009892;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;15.04.2009;02.06.2009;* Kari Ada MELING-JAKOBSEN (KAM);"-Byttet alle deler i 3 år,s kit og 1 år,s kit til click adapter.
- Oppgradert software i PGM til versjon 1, 36
- Kjørt elektrisk sikkerhetssjekk, og denne er OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090733;Normal/Akutt;PV;008550;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;30.04.2009;04.06.2009;* Kari Ada MELING-JAKOBSEN (KAM);"-Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter.
- Oppgradert sofrware i PGM til versjon 1,36
- Kjørt elektrisk sikkerhetssjekk, og denne er OK";"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090735;Normal/Akutt;PV;008548;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;27.02.2009;04.06.2009;* Kari Ada MELING-JAKOBSEN (KAM);"- Byttet alle deler i 3 år,s kit, og 1 år,s kit til click adapter
- Oppgradert software i PGM til versjon 1,36
- Kjørt elektrisk sikkerhetssjekk, og denne er OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090736;Normal/Akutt;PV;009891;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;16.04.2009;04.06.2009;* Kari Ada MELING-JAKOBSEN (KAM);"- Byttet alle deler i 3 år,s kit med unntak av lower diaphragm på grunn av at vi ikke fikk åpnet vgc modul på grunn av noe som minner om uroginal kopling mellom vgc og belte .Byttet deler i 1 år,s kit til click adapter.
-Oppgradert software i PGM til versjon 1,36
- Kjørt elektrisk sikkerhetssjekk, og denne er OK
";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST090958;Normal/Akutt;"Går ikke gjennom selvtest; får ikke kalibrert trykksensorer.";009892;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;25.08.2009;26.08.2009;Morten Ruud (rumo);"Prøvd å kalibrer Pu i servicemode, men det går ikke.  Kjørte POST; den feiler da på MV3-test.  Den er avhengig av at Pu blir kalibrert og fungerer som den skal.  Bestillt elektronikkort hvor alle trykksensorene i ventilatordelen sitter (ikke mulig å bytte bare Pu)  Byttet: OK  (Husk å kalibrere alle trykkene i SM)";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST091043;Normal/Akutt;Fikk feil melding på  PEEP ventilen.;007056;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;10.09.2009;11.09.2009;Bjarte Nærland (nebj);Skiftet PEEP ventilen og da gikk apparatet gjennom selv testen. Testet apparatet en dag får vi satte det opp igjen på stuen.;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST091044;Normal/Akutt;Fikk felimelding på  Ventos kontroller kortet.;007060;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;09.09.2009;11.09.2009;Bjarte Nærland (nebj);da jeg åpnet apparetet såg vi at lasken som er satt på 5V kabelen ikke var tatt av. Etter at vi hadde tatt av denne gikk apparatet gjennom selvtesten. Vi betyttet derfor ikke kontroller kortet. Testet apparatet en dag før vi satte det opp på stuen igjen.;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST091113;Normal/Akutt;Får ikke ut ventilator langt nok til å bytte bøtte  (Øvre riollermembran);008526;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.02.2018;;;;15.10.2009;15.10.2009;Morten Ruud (rumo);Venstre skinne som holder ventilatordelen ha kilt seg.  Hver skinne er festet med  2 skruer+mutter undenifra (Ta ut og vekk skuffen under)  Vi fikk løs den framre, men den bakre sviver bare.  Den må kuttes med vinkelsliper.  Avtalt at vi ikke gjør noe med det før vi må.  I meelomtiden bruker de en vanlig umbrakonøkkel for å komme til  for  å skifte bøtta.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST091157;Normal/Akutt;Flere tilfeller av sikkehetsmodus.;007060;Anestesi, arbeidsstasjon, ordinær;8601110;;;;;22.10.2009;27.10.2009;Morten Ruud (rumo);Logget apparatet og tatt det ned.  Ventdos kontroller reset. 5V feil.  Byttet Ventdos kontroller kort.  Testet 1 dag før vi satte det opp igjen.;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST091334;Normal/Akutt;Stor lekkasje i pasientsystem  Ventilator defective iflg. brukerne;008553;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;08.12.2009;10.12.2009;Morten Ruud (rumo);Logget.  Ingen feil registrert der.  Kjørt selvtest noen ganger uten feil.  Satt i drift igjen men DA kom det igjen stor lekkasje ved selvtest.  Tatt ned da vi trodde det var en lekkasje i IRIA.  Etterhver viste det seg at feilen var i kalkadaptere......;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST091337;Normal/Akutt;Ulyd i apparatet-;011474;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;11.12.2009;01.03.2011;Morten Ruud (rumo);11/12: Morten har sjekket og tror det er vakuumpumpa som bråker. Dette bruker ikke å være kritiske feil, men den bør byttes. ;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100059;Normal/Akutt;4-årsservice. ;009893;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100038;Normal/Akutt;4 årsservice;008526;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);"Dräger; Utført 4 års-service.  Ingen anmerkninger.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;115114;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100039;Normal/Akutt;4 årsservice.;008547;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);"Dräger; Utført 4 års-service.
anmerkninger:  buzzer for bortfall av nett fungerer bare av og til.    ";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100040;Normal/Akutt;4-årsservice.;008548;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);"Dräger; Utført 4 års-service.  Ingen anmerkninger.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100044;Normal/Akutt;4-årsservice.;008549;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100046;Normal/Akutt;4-årsservice;008550;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100047;Normal/Akutt;4-årsservice;008551;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100048;Normal/Akutt;4-årsservice;008552;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Sugesystemet måtte demonteres og renses.  Ellers ingen anmerkninger;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100049;Normal/Akutt;4-årsservice;008553;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100050;Normal/Akutt;4-årsservice;008554;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100052;Normal/Akutt;"4-årsservice
|";008555;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ikke utført PMS-sjekk!  ;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100053;Normal/Akutt;4-årsservice;008556;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100054;Normal/Akutt;4-års service;008557;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.01.2010;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100055;Normal/Akutt;4-års service;008558;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Vifte i PGM bråker og bør byttes etterhvert   Ellers ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100056;Normal/Akutt;4-års service;008559;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100057;Normal/Akutt;4-årsservice;009891;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100058;Normal/Akutt;4--årsservice;009892;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.03.2008;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST100060;Normal/Akutt;"4årsservice
";009894;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;12.03.2008;12.01.2010;Morten Ruud (rumo);Dräger:  utført 4-årsservice.  Se servicerapport.  Det bråker i undertrykksventil Pu.  Eksternt friskgassuttak lekker.  Må byttes.  Ellers ingen anmerkninger;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
