AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012131;Normal/Akutt;Coag virker ikke ved aktivisering fra pennen.;005940;Diatermi, universal, komplett;10128-009;23.02.2024;03.03.2025;;;11.11.2003;26.11.2003;Morten Ruud (rumo);Puls:  De fant dårlig kontakt på J5 på mono output board.  Kalibrert.  Funksjons og sikkerhetstestet.;"Urologisk poliklinikk ; Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105409;"Urologisk poliklinikk ; Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;1 800,00;0,00;"Urologisk poliklinikk ; Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012203;Normal/Akutt;Output error og feilmelding nr3 ved oppstart.;004031;Diatermi, universal, komplett;10128;;;;;21.11.2003;06.03.2007;Morten Ruud (rumo);"Puls:
Feilsøkt.  Skiftet HF-generator.  Kalibrert.
Funksjons og sikkerhetstestet.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;896,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012513;Normal/Akutt;Virker ikke.;005582;Diatermi, universal, komplett;10128-032;12.02.2013;;;;23.02.2004;23.02.2004;Morten Ruud (rumo);Byttet den høyre aktive utgangen.;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 200,00;0,00;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012643;Normal/Akutt;Sender apparatet inn til års service hos firma.;008348;Diatermi, universal, komplett;RSC2007-230;12.02.2013;;;;30.03.2004;19.04.2004;Bjarte Nærland (nebj);Apparatet er kommet tilbake fra service hos leverandøren.;"Gynekologisk poliklinikk ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;114301;"Gynekologisk poliklinikk ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;484,00;"Gynekologisk poliklinikk ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012710;Normal/Akutt;Apparatet virker ikke.;004395;Diatermi, universal, komplett;10128;15.09.1999;;;;20.04.2004;20.04.2004;Bjarte Nærland (nebj);Fant en løs ledning i nettpluggen.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;200,00;1,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012781;Normal/Akutt;App. var helt dødt når vi skrudde det på. Sjekket koblinger, ikke funnet feil.;004396;Diatermi, universal, komplett;10128;;;;;29.04.2004;30.04.2004;Rune Otto Andreassen (ANRO);Nettleder i støpsel var løsnet. Festet. OK!;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;1,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012825;Normal/Akutt;Ustabil utgangseffekt.;004029;Diatermi, universal, komplett;10128;18.04.2000;;;;21.05.2004;02.06.2004;Morten Ruud (rumo);"Rep. av Puls:Skiftet kontroll-kort.  Kalibrert.  Funksjons og sikkerhetskontroll.  
Elektrisk sikkerhetskontroll ved mottak.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST012981;Normal/Akutt;Error under bruk.;004033;Diatermi, universal, komplett;10128;03.12.1999;;;;15.07.2004;15.07.2004;Morten Ruud (rumo);"Feilmeldinger som lå inne: 3, 14, 48, 30, 2, 36, 22, 12, 11, 9.
Ingen feil funnet; effekt heilt ok.

Sendt opp igjen.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013093;Normal/Akutt;Virker ikke på cutten  (har prøvd å skifte fotpedal)  Lyser på feildosering output.;004033;Diatermi, universal, komplett;10128;03.12.1999;;;;12.08.2004;30.08.2004;Morten Ruud (rumo);Har prøvd den mye uten å finne feil.  Snakket med Bjørg, og sender den opp igjen.  Hun skulle holde litt ekstra øye med den.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013182;Normal/Akutt;Nettstøpsel defekt.;004396;Diatermi, universal, komplett;10128;;;;;24.09.2004;24.09.2004;Morten Ruud (rumo);Byttet støpsel.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013184;Normal/Akutt;;004031;Diatermi, universal, komplett;10128;;;;;24.09.2004;24.09.2004;Rune Otto Andreassen (ANRO);Skiftet nettkabel på tralle og sikringer på lyskilde.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013284;Normal/Akutt;Får error 45 ved aktivering av Cut.  Periodisk;004031;Diatermi, universal, komplett;10128;;;;;25.10.2004;06.03.2007;Morten Ruud (rumo);;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 200,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013285;Normal/Akutt;Feil på nøytralplate-utgangen;005578;Diatermi, universal, komplett;10128-032;07.04.2014;;;;25.10.2004;25.10.2004;Morten Ruud (rumo);Byttet utgang.  Morten har testet og skrudd igjen.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;0,00;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013337;Normal/Akutt;Lyser rødt på Nessy.;005582;Diatermi, universal, komplett;10128-032;12.02.2013;;;;15.11.2004;15.11.2004;Morten Ruud (rumo);"Justert TP9. Var litt lavt stillt.  Virker greit her nede. 
 Litt lave effekter på Soft og Forced, men brukerne har ikke klagd på det.  (Lar det være inntil videre.)";"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,05;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013382;Normal/Akutt;Err. 45 - periodisk;004031;Diatermi, universal, komplett;10128;;;;;29.11.2004;03.12.2004;* Kari Ada MELING-JAKOBSEN (KAM);Skiftet control board, - Kalibrert, - Funksjon og sikkerhetstestet;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;800,00;96,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013383;Normal/Akutt;Ustabil nessy - Krets;006717;Diatermi, universal, komplett;10128-009;07.04.2014;;;;04.11.2004;03.12.2004;Morten Ruud (rumo);"Feilsøking - ingen feil funnet - Sjekket kalibrering - Testet  OK
Har prøvd å bytte TP9 uten at det  hjalp";"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114301;"Gynekologisk poliklinikk ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;695,43;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013449;Normal/Akutt;Kommer opp error på display, lyser rødt.;004396;Diatermi, universal, komplett;10128;;;;;07.12.2004;22.12.2004;Morten Ruud (rumo);"Testet uten å finne feil.
Error log:50, 24, 1, 46, 47, 30, 48, 21, 20";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;360,15;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013500;Normal/Akutt;Feilmeldinger;004394;Diatermi, universal, komplett;10128;;;;;04.01.2005;04.01.2005;Morten Ruud (rumo);Byttet kabel i fotpedal.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013613;Normal/Akutt;Apparatet virker og så virker det ikke når det er skrudd på;004029;Diatermi, universal, komplett;10128;18.04.2000;;;;20.01.2005;01.02.2005;Morten Ruud (rumo);"Sjekket uten å finne feil
ROA har også sjekket det.
Sender det opp igjen.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;288,03;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013696;Normal/Akutt;Fungerer ikke på batteri særlig lenge.;008479;Diatermi, universal, komplett;10128-009;25.01.2024;24.01.2025;;;24.02.2005;25.02.2005;Rune Aalberg (aaruau);Ladet over natten. Avd. prøver og ser at app. fungerer tilfredsstillende på batteri.;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;38;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;20,07;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST013859;Normal/Akutt;Lyser ikke grønt ved tilkobling av nøytralplate.  (ledning OK)Støpsel er og ødelagt.;005579;Diatermi, universal, komplett;10128-032;04.02.2015;;;;13.04.2005;13.04.2005;Morten Ruud (rumo);Ingen feil funnet.  Byttet kontakt.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,02;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST014100;Normal/Akutt;Pedal tilsølt med blod.;008795;Diatermi, universal, komplett;360080-01;27.02.2024;;;;12.07.2005;13.07.2005;Torstein Bore (bort);"Vasket pedal med sprit. 
Skiftet o-ring til lokk.";"Øre- nese- hals poliklinikk ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105454;"Øre- nese- hals poliklinikk ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;0,00;"Øre- nese- hals poliklinikk ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST014261;Normal/Akutt;Strømløst.;004032;Diatermi, universal, komplett;10128;;;;;06.09.2005;06.09.2005;Morten Ruud (rumo);Byttet nettledning til tralle. #ØØ%Ø&&#%Ø#;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;1 600,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST014282;Normal/Akutt;oppgradering.;009350;Diatermi, universal, komplett;ME 402;01.02.2024;;;;13.09.2005;12.10.2005;Morten Ruud (rumo);"DMA:
Skiftet sokler for bipolar og nøytralplate,  Testet.
Garanti/Oppgradering.";"RAD SYD Lab 02 ; Sjefradiograf ; Avdeling for radiologi ; Klinikk for Medisinsk service og ABK ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;696,02;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST014377;Normal/Akutt;Problemer med NE-kontakt.;004397;Diatermi, universal, komplett;10128;;;;;25.10.2005;25.10.2005;Morten Ruud (rumo);Testet og kontrollert kalibrering.  Fant ingen feil, og sendte det opp igjen;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST014422;Normal/Akutt;Apparatet alarmere.;009561;Diatermi, universal, komplett;LigaSure;12.02.2013;;;;14.11.2005;14.11.2005;Morten Ruud (rumo);Defekt rele.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;200,00;0,02;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST014678;Normal/Akutt;Selger fra Tyco er innom og tar med seg apparatet på service. 10/2-06.;009561;Diatermi, universal, komplett;LigaSure;12.02.2013;;;;10.02.2006;17.02.2006;*  (hsti);Tilbake fra rep 17/2-06.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015192;Normal/Akutt;Kan ikke stille auto bipolar på 1.;004397;Diatermi, universal, komplett;10128;;;;;26.09.2006;26.09.2006;Morten Ruud (rumo);Sjekket uten å finne feil.;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114393;"Dagkirurgi SYD ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,02;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015358;Normal/Akutt;Blinker hvitt lys på utgangene når vi slår på apparatet,  Det kommer ikke videre i selvtest;009575;Diatermi, universal, komplett;ME 402;15.02.2023;;;;15.11.2006;15.11.2006;Morten Ruud (rumo);Kontrollert funksjon.  Observerte blinking en gang, uten at det hadde noen andre konsekvenser.  Testet  og sikkerhetstestet.  OK.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,02;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015359;Normal/Akutt;Apparatet falt i gulvet.  Innstillingsratt falt av.;009572;Diatermi, universal, komplett;ME 402;21.08.2024;15.03.2025;;;15.11.2006;15.11.2006;Morten Ruud (rumo);Byttet innstillingsratt.  testet og sikkerhetstestet.  OK;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;0,02;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015448;Normal/Akutt;Registrert rykninger i pasient ved laparaskopisk inngrep.;009573;Diatermi, universal, komplett;ME 402;21.08.2024;28.03.2025;;;18.12.2006;21.12.2006;Morten Ruud (rumo);"Sjekket funksjon: OK 
 Automatisk lekkstrømsmåling OK  
Manuell måling ga pas.lekkstrøm på 2,1uA (normal) og 2,8uA (åpen jord).  Mains on applied ga 14,4 uA.  Alt innenfor grensene.
Sender tilbake til brukerne.";"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;72,10;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015638;Normal/Akutt;Blinker med lysene på utgangen.  Ingen effekt ut.;009575;Diatermi, universal, komplett;ME 402;15.02.2023;;;;27.12.2006;02.03.2007;Morten Ruud (rumo);Byttet deler.  Testet og Eltestet:  OK;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;600,00;1 560,03;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015650;Normal/Akutt;Virker ikke.  Periodisk.;008795;Diatermi, universal, komplett;360080-01;27.02.2024;;;;05.03.2007;05.03.2007;Morten Ruud (rumo);Sjekket uten å finne feil.  Åpnet for å se etter dårlige kontakter etc.  Alt så greit ut.;"Øre- nese- hals poliklinikk ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105454;"Øre- nese- hals poliklinikk ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;200,00;0,00;"Øre- nese- hals poliklinikk ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015816;Normal/Akutt;Slår seg på de setter i støpsel, får ikke slått av uten uten å dra ut støpselet igjen.;009554;Diatermi, universal, komplett;ME 402;31.01.2023;;;;03.04.2007;03.04.2007;Endre Larsen Skåren (LAENAN);Åpner opp apparatet, trykker inn resetknappen. (Mikroknapp på kortet som står opp midt i apparatet, S1) Da resettes software og det fungerer igjen.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST015969;Normal/Akutt;Får ikke slått av apparatet.;009554;Diatermi, universal, komplett;ME 402;31.01.2023;;;;22.05.2007;22.05.2007;Endre Larsen Skåren (LAENAN);Åpner opp og resetter power supply controller. Nå har dette skjedd to ganger. Ringer Oddmund i DMA for å høre om vi bør gjøre noe mer.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;400,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST016007;Normal/Akutt;"Ikke effekt ut på bipolar.
I tillegg kommer det blå lyset på som indikerer at coag er aktivert;  ingen lyd.";009350;Diatermi, universal, komplett;ME 402;01.02.2024;;;;01.06.2007;01.06.2007;Rune Otto Andreassen (ANRO);Testet. og latt stå på i lang tid (dager) uten at feilen har dukket opp.  Sendt tilbake til brukerne, og bedt de sjekke kabler og pinsetter ved feil.  i tilllegg trenger de mer opplæring iflg. de selv;"RAD SYD Lab 02 ; Sjefradiograf ; Avdeling for radiologi ; Klinikk for Medisinsk service og ABK ; Helse Stavanger HF ; Helse Vest RHF";;4204466;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,02;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
